звездный;астральный,звездный
проявлять1;проявить,выявить,обнаружить,демонстрировать,выражать,высказать,являть,выразить,показать,показывать,изъявлять,выказывать,выказать,выявлять,явить,проявлять,обнаруживать,высказывать,изъявить
проявляться;обнаруживаться,высказаться,выказываться,вылиться,выливаться,выказаться,выразиться,обнаружиться,выражаться,переть,проявляться,проявиться,высказываться
оказываться;угодить,угадать,оказываться,попасть,попадать,случиться,очутиться,случаться,угадывать,оказаться,угождать
получаться;выйти,получиться,получаться,выходить
приближение1;форсирование,ускорение,приближение
приближать;ускорить,поторопить,торопить,форсировать,приблизить,приближать,ускорять
приближаться1;приблизиться,назревать,подойти,готовиться,назреть,близиться,надвигаться,подходить,приближаться,надвинуться
происходить;выйти,происходить,выходить,произойти
происшествие;эпизод,происшествие,случай
происходить1;деяться,приключиться,твориться,сотвориться,приключаться,случиться,подеяться,случаться,произойти,происходить,стрястись
протекать;протечь,протекать,течь
случаться1;случиться,случаться,постигать,стрястись,постигнуть
событие;факт,дело,происшедшее,курьез,событие,казус,эпизод,чепе,история,случай,инцидент,оказия,происшествие,чепок,случившееся,пассаж
события;события,перипетии
совершаться;делаться,вершиться,вытворяться,свершаться,содеяться,разыграться,произойти,происходить,совершаться,деяться,сделаться,твориться,свершиться,сотвориться,совершиться,разыгрываться,идти
обстоятельства;обстоятельства
положение1;ситуация,обстоятельства,картина,состояние,дела,обстановка,условия,положение,конъюнктура
сопровождать;сопроводить,сопровождать,сопутствовать
состоять;состоять,заключаться
сущность;нутро,душа,субстанция,эссенция,сердцевина,главное,суть,существо,естество,основное,сущность,содержание,соль,дух
выдаваться1;случиться,выпадать,случаться,выдаться,выпасть,выдаваться
выпадать1;выпадать,выпасть,пасть,прийтись,доставаться,приходиться,падать,достаться
доводиться;случиться,приводиться,случаться,прийтись,привестись,приходиться,довестись,доводиться
доставаться;перепасть,перепадать,обломиться,прийтись,доставаться,приходиться,отломиться,достаться
доставаться1;доставаться,достаться,даваться,даться
судьба;доля,предопределение,удел,участь,крест,предначертание,небеса,фортуна,фатум,предназначение,судьбина,случай,провидение,рок,промысл,судьба,жребий,небо
фатальный;случайный,роковой,фаталистичный,неизбежный,неотвратимый,фаталистический,фатальный
судьба1;планета,доля,талан,часть,удел,участь,планида,жеребий,судьба,жребий,счастье
возможность1;оказия,возможность,случай
возможности;возможности,потенциал
вероятность;допустимость,возможность,вероятность,шанс,вероятие
вероятный;мыслимый,потенциальный,эвентуальный,допустимый,вероятный,возможный
вероятно;видать,чай,чаятельно,считай,наверно,пожалуй,может,никак,думается,небось,кажется,верно,возможно,наверное,вероятно,видимому,очевидно,вроде,видно,будто,должно,похоже,почитай,эвентуально,слыхать,знать,видимо
осуществимость;осуществимость,достижимость,возможность,выполнимость,реальность
осуществимый;достижимый,осуществимый,реальный,возможный,сбыточный,выполнимый
невозможность;неисполнимость,нежизненность,утопичность,невыполнимость,фантастичность,невозможность,несбыточность,неосуществимость,химеричность,нереальность
невозможный;неосуществимый,фантастический,невозможный,невыполнимый,нежизненный,неисполнимый,утопический,химеричный,утопичный,несбыточный,химерический,фантастичный,нереальный
невозможно;шалишь,нереально,невыполнимо,отпадает,невозможно,исключается,нельзя,неосуществимо,исключено,немыслимо
невыносимо1;нестерпимо,непереносно,невозможно,невыносимо,невтерпеж,несносно,невмочь,невмоготу,нетерпимо,непереносимо
необходимость;необходимость,неволя,нужда,потребность,потреба,надобность
необходимый;нужный,требующийся,желаемый,надобный,желательный,требуемый,необходимый,потребный
обязательный1;неизбежный,обязательный,непременный,неизменный
обязательно1;всенепременно,непременно,наверняка,беспременно,железно,обязательно
непредвиденность;непредвиденность,непредсказуемость,внезапность,нечаянность,неожиданность
непредвиденный;непредвиденный,нечаянный,неожиданный,нежданный,внезапный,непредсказуемый,негаданный
неожиданно;непредвиденно,вдруг,неожиданно,нежданно,внезапно,негаданно
неумышленный;неумышленный,непреднамеренный,ненамеренный
неумышленно;неумышленно,ненамеренно,непреднамеренно
нечаянный;невольный,случайный,нечаянный,мимовольный
нечаянно;невольно,нечаянно,невзначай,ненароком,мимовольно,случайно,нехотя
случайность;случайность,лотерея,нечаянность,случай
случайно;случаем,случайно,фуксом
случайно1;случаем,часом,невзначай,ненароком,случайно
сюрприз;камуфлет,нечаянность,неожиданность,сюрприз
действительно;воистину,подлинно,вправду,истинно,поистине,точно,правда,заправду,впрямь,форменно,действительно
конечно;безусловно,заведомо,безоговорочно,вестимо,знамо,несомненно,понятно,всеконечно,конечно,факт,натурально,положительно,естественно,известно,наверняка,разумеется,явно,бесспорно,обязательно
необязательный;факультативный,необязательный
анонимный;анонимный,безымянный,неподписанный,неизвестный
нибудь;нибудь,либо,то,где
нибудь1;либо,нибудь
кто;иные,некоторые,другие,часть,кто
что;то,часть,что
насколько;как,сколько,сколь,насколько
некто;человек,то,некто,он
некоторый;отдельный,маломальский,то,некий,какой,известный,некоторый,определенный
неопределенность;обтекаемость,неточность,неопределительность,неопределенность,неясность,неконкретность,нечеткость
неопределенный;неясный,неточный,обтекаемый,нечеткий,неопределенный,неконкретный,неопределительный
неопределенно;неясно,неконкретно,неопределенно,неточно,обтекаемо,неопределительно,нечетко
нечто;то,вещь,нечто
отчасти;не совсем,не вполне,частью,в известной степени,отчасти,в известной мере,частично,то степени,то мере,постольку поскольку,до некоторой степени,до известной степени,в некоторой степени,более или менее,в некоторой мере
то;то
почти;почесть,почти,считай,чуть ли не,почти что,почитай,только что не,практически,без малого,можно сказать
приблизительный1;грубый,приближенный,приблизительный,примерный,ориентировочный
приблизительно1;приблизительно,приближенно,ориентировочно,грубо,примерно
 то ли; или, то ли, может быть, не то, либо
уклончивость;виляние,уклончивость,дипломатичность,неопределенность
уклончивый;дипломатичный,неопределенный,дипломатический,уклончивый
уклоняться1;отклоняться,увертываться,уклоняться,увиливать
уклончиво;дипломатично,неопределенно,уклончиво
то1;либо,нибудь,незнамо что,что,нечто,невесть что,то,неизвестно что,неведомо что
определенность1;конкретность,точность,четкость,ясность,определенность
определяться1;формироваться,устанавливаться,кристаллизоваться,созреть,определиться,выкристаллизоваться,скристаллизоваться,отстаиваться,установиться,оформиться,оформляться,созревать,выкристаллизовываться,определяться,сформироваться,отстояться,сложиться,складываться
заурядность;простота,заурядность,ординарность,обыкновенность,неприметность,обычность
заурядный;заурядный,непримечательный,дюжинный,обычный,рядовой,обыкновенный,средний,ординарный,простой,выхолощенный,неприметный
нормальность;соответствие,адекватность,нормальность
нормальный1;естественный,обычный,нормальный
нормально1;так,нормально,хоккей,нормалек,окей,топ,нормалец
обычный1;принятый,обыденный,общеустановленный,обычный,обыкновенный,распространенный,общеупотребительный,всегдашний,общепринятый
обычно;обычно,обыкновенно,как правило
обычно1;обычно,обыкновенно
постоянство;неизменность,постоянство
единственный;единый,единородный,один,единичный,единственный
единичный;обособленный,отдельный,единичный,редкий,одиночный
единичный1;обособленный,исключительный,отдельный,единичный,частный,редкий,одиночный
исключение;исключение,антик
исключительный1;необыкновенный,исключительный
небывалый1;беспрецедентный,небывалый,невиданный,неслыханный,беспримерный
исключительно1;только,исключительно,единственно,токмо
невероятность;неправдоподобие,невероятие,немыслимость,невероятность,неправдоподобность
невероятный;невероятный,небывалый,немыслимый,маловероятный,парадоксальный,анекдотический,анекдотичный,неправдоподобный
невероятно;сверхъестественно,необычайно,фантастично,несказанно,чрезвычайно,безумно,несусветно,невероятно,невообразимо,парадоксально,неправдоподобно
немногие;единицы,редко кто,мало кто,немногие
необыкновенный;необыкновенный,необычайный,чрезвычайный,неимоверный,экстремальный,крайний,крутой,исключительный,баснословный,феноменальный,экстраординарный
необычность;необычайность,диковинность,необычность,необыкновенность,странность,экзотика,экстраординарность
необычный;неординарный,необыкновенный,внештатный,странный,экзотический,казусный,экзотичный,особенный,необычный
неподражаемый;неповторимый,непревзойденный,неподражаемый
непривычность;непривычность,необычность,новость,экзотика,новизна
непривычный;необычный,новый,непривычный
непривычно;внове,в новинку,непривычно,в диковинку,ново
поразительный;необыкновенный,поразительный
редкость;редкость,уникум,диковина,раритет,уник
редко;когда,редко,нечасто,никогда,изредка
только;лишь,все,исключительно,именно,только
уникальный;уникальный,единственный
бесценный;бесценный,неоцененный,неоценимый
больший;больший,пущий,вящий
важность1;многозначительность,многознаменательность,достоинство,ценность,цена,важность
важный1;насущный,важный
великий;гениальный,великий,одаренный,выдающийся
выдающийся;выдающийся,крупный,яркий,незаурядный,блистательный,недюжинный,большой,замечательный,видный,блестящий
значить;весить,значить
значительно1;намного,значительно,много,гораздо,куда
многозначительность1;выразительность,многозначительность,красноречивость,значительность
незначительность;ничтожество,мелочность,мелкотравчатость,незначительность,несущественность,смехотворность,несерьезность,ничтожность,суетность
незнатный;незнатный,неродовитый,худой,безродный,худородный
бесчисленный;несметный,несчетный,бесчисленный,бессчетный,неисчислимый
весьма;до чрезвычайности,страшно,весьма,ужасно,дьявольски,чертовки,здорово,сильно,больно,чрезвычайно,до смерти,смертельно,зверски,отчаянно,крайне,жутко
максимальный;наивящий,пиковый,наибольший,наивысший,предельный,максимальный,рекордный
максимум;самое большее,максимально,в лучшем случае,самое многое,не более чего,много,максимум,от силы
очень;аспидски,ошеломляюще,страшно,до черта,дьявольски,до жути,безмерно,здорово,дюже,больно,беспредельно,чрезвычайно,безумно,премного,исключительно,крепко,предельно,черному,беспримерно,крайне,баснословно,неимоверно,бешено,до невозможности,сильно,нечеловечески,удивительно,безгранично,смертельно,дико,таки,невероятно,необыкновенно,феноменально,зверски,порядочно,умопомрачительно,жутко,потрясающе,зело,ужасно,адски,до чертиков,фантастически,донельзя,вельми,поразительно,безбожно,отчаянно,гораздо,куда как,необычайно,мучительно,невозможно,чудовищно,до безумия,очень,бесконечно,панически,архи,порядком
полный;непроходимый,полный,круглый,сплошной,абсолютный,безнадежный,законченный,стопроцентный
слишком;сверх всякой меры,свыше меры,сверх меры,чрезмерно,слишком,свыше всякой меры,не в меру,излишне,чересчур,непомерно,преувеличенно,уж очень,через меру,неумеренно
совершенно;совсем,совершенно,абсолютно
совсем;нимало,положительно,вовсе,решительно,совсем,совершенно,отнюдь,нисколько,абсолютно,ничуть
удаваться;вытанцовываться,выйти,получиться,удаться,получаться,удаваться,выходить
уровень;степень,уровень
едва;насилу,с грехом пополам,еле,чуть,как,едва
еле;насилу,шевель,еле,чуть,как,только,едва
минимум;бедно,по меньшей мере,плохо,самое меньшее,минимально,мало,по крайней мере,минимум,как минимум,самое малое
наименьший1;минимальный,меньший,наименьший
немного1;символически,чуток,крошку,слегка,каплю,немножко,капельку,несколько,чуточку,крохотку,малость,нибудь,чуть,крошечку,едва,то,немного,маленько,мальски
недостаточно;мало,недостаточно
отчасти1;не совсем,не вполне,в известной степени,отчасти,в известной мере,то степени,то мере,постольку,в некоторой степени,более или менее,поскольку
частично;частью,фрагментарно,наполовину,частично,долею
бесчисленный1;несметный,несчетный,бесчисленный,бессчетный,неисчислимый
вдоволь;досыта,вдосталь,вволю,всласть,вдоволь
много1;полно,фонтан,невпроворот,предостаточно,хватает,много,сила,немало,вдоволь,залейся,вагон,завались,невидимо,масса
неистощимость;неисчерпаемость,неистощимость,неограниченность
неистощимый;неисчерпаемый,неограниченный,неиссякаемый,безграничный,неистощимый
неограниченность;безраздельность,неограниченность,полнота
неограниченный;полный,безраздельный,абсолютный,неограниченный
неограниченно;неограниченно,безраздельно
несравнимый;несоизмеримый,несравнимый
несравнимо;несравненно,несравнимо,несоизмеримо
подряд;целиком,огульно,сплошняком,подряд,полностью,сплошь,вполне,всецело,налево
полностью1;чисто,в отделку,начистую,вчистую,в полном смысле слова,во всем объеме,нацело,кардинально,бесповоротно,в полной мере,совсем,совершенно,вдребезги,подчистую,всесторонне,сплошь,в полном объеме,целиком,окончательно,вконец,на отделку,полностью,насквозь,весь,радикально,вполне,всецело,целиком и полностью,абсолютно
целый;полный,круглый,весь,цельный,целый
едва1;едва только,как только,чуть только,едва,лишь,лишь только,едва лишь,чуть,только
недостаточно1;мало,недостаточно
ограниченность1;узколобость,недалекость,узколобие,ограниченность
ограничивать;сводить,ограничивать,ограничить,ущемлять,сузить,сужать,лимитировать,свести,суживать,ущемить
только1;лишь,исключительно,единственно,только,только лишь
воссоединение;воссоединение,объединение
воссоединять;воссоединять,объединять,воссоединить,объединить
воссоединяться;объединиться,воссоединяться,объединяться,воссоединиться
готовый;в форме,подготовленный,подготовившийся,готовый,во всеоружии
готовый1;готовый,обдуманный,сложившийся
единство1;слитность,нерасчленимость,монолитность,неразрывность,целостность,целость,нераздельность,неделимость,единство,неразделимость,цельность
единый;неразделимый,нерасчленимый,целостный,монолитный,целый,неразрывный,неделимый,единый,цельный,нераздельный,слитный
кончать1;зашабашить,кончить,пошабашить,шабашить,кончать
оканчиваться1;разрешиться,довершиться,завершиться,кончаться,закончиться,разрешаться,довершаться,заканчиваться,кончиться,оканчиваться,окончиться,завершаться
слаженность;гармония,согласованность,ладность,единство,гармоничность,слаженность
слаженный;согласный,гармоничный,слаженный,дружный,согласованный,ладный,гармонический
слаженно;дружно,слаженно,согласованно,гармонично,ладно,согласно
сплоченность;единение,спаянность,сплоченность,сплотка,спайка
сплоченный1;сплоченный,спаянный
сплоченно;сплоченно,монолитно
увенчивать;завершить,закончить,кончить,заканчивать,увенчивать,завершать,увенчать,венчать,кончать
увенчиваться;увенчиваться,завершиться,закончиться,увенчаться,завершаться,заканчиваться,венчаться
удаваться1;заладиться,выгореть,задаваться,сойти,выйти,вытанцоваться,удаться,получаться,удаваться,выходить,сходить,задаться,переть,вытанцовываться,выгорать,получиться
цельность;цельность,завершенность,законченность
целый1;целый,цельный,неповрежденный
цельный;законченный,цельный,завершенный
бездействовать;стоять,простаивать,бездействовать
незавершенность;эскизность,незаконченность,незавершенность
незавершенный;незаконченный,неоконченный,незавершенный,эскизный
тщетность1;бесплодность,безуспешность,безрезультатность,тщета,тщетность,бесполезность
тщетный1;напрасный,безрезультатный,бесплодный,бесполезный,тщетный,зряшный,безуспешный
тщетно1;безрезультатно,даром,впустую,безуспешно,задаром,зря,бесполезно,втуне,вхолостую,понапрасну,напрасно,вотще,тщетно,бесплодно,попусту,зазря
вместе;миром,заодно,скопом,разом,артелью,совокупно,артельно,вместе,коллективно,купно,совместно,гуртом,сообща,вкупе,заедино
всего1;итого,всего
гурьбой;кучей,гурьбой,стадом,толпой,гуртом
набор;обойма,подбор,букет,кассета,набор,комплект
оптом1;гуртом,огулом,оптом,чохом
пачка;кипа,пачка,стопка
собрание;сборище,сонмище,скопище,собрание,синклит,сходбище
собирать1;наскрести,наскребать,собирать,собрать,набирать,набрать
совмещать;совместить,соединить,совмещать,сочетать,соединять
толпа;орава,орда,стадо,стайка,толпа,гурьба,ватага
толпиться;тесниться,сгрудиться,табуниться,столпиться,скучиться,толпиться,толочься,скучиваться,грудиться
дополнительный;сверхкомплектный,лишний,дополнительный,прибавочный,добавочный,сверхштатный
дополнительно;в добавление,дополнительно,сверх того,в дополнение
прибавляться1;присоединиться,примешиваться,прибавляться,подбавиться,подбавляться,присоединяться,прибавиться,добавляться,примешаться,добавиться
единственный1;единый,один,единичный,единственный
отделение1;отделение,филиал
отдельный1;отдельный,индивидуальный,особливый,особенный,особый,специальный
разграничение;дифференциация,размежевание,разграничение,различение,разделение
разграничивать1;различить,размежевывать,разделять,дифференцировать,размежевать,различать,разграничить,разграничивать,делить,разделить
сортировать;перебирать,сортировать,разбирать,рассортировывать
аналогия;аналогия,единообразие,подобие,единство,похожесть,сходство,совпадение,схожесть
аналогичный;схожий,подобный,напоминающий,сходный,однотипный,похожий,копия,однородный,сходственный,аналогичный,близкий
обезличивать;обезличивать,обезличить,нивелировать
одинаковость1;общность,одноприродность,совпадение,равенство,идентичность,тожественность,тождественность,тождество,одинаковость,тожество
одинаковый1;одинакий,единообразный,один,равный,одинаковый
одинаково;в равной степени,в одинаковой мере,одинаково,в равной мере,в одинаковой степени,равно
одинаково1;все равно,без разницы,одинаково,монопенисуально,одно и то же,один черт
подобие1;нечто сходное с,подобие,то вроде,то сходное с,нечто вроде,то похожее на,нечто похожее на
равнозначность;равнозначность,эквивалентность
равнозначный;эквивалентный,равносильный,равнозначный,равнозначащий,равный
равноправие1;адекватность,эквивалентность,равноправие,равноценность,паритетность,паритет,равенство
равноправный1;эквивалентный,адекватный,равносильный,равноценный,равный,паритетный,равноправный
равноценно;равнозначно,равноценно,эквивалентно,одинаково
уравнивать;уравнивать,равнять,сравнивать,сравнять,уравнять
всемерный;всемерный,всяческий
всемерно;всемерно,всячески
всякое;все,всякая всячина,всякое,что угодно,разные разности
всяческий;всевозможный,всяческий
выделять;уделить,уделять,выделять,выделить
выделяться;выделиться,отличиться,возвыситься,выделяться,возвышаться,выдаваться,отличаться
отличие и отличье;неодинаковость,различка,несходство,различие,несхожесть,разница,непохожесть,отличка,отличие и отличье,разность
непохожий;другой,отличный,несходный,несхожий,непохожий
отличать1;различить,различать,распознавать,отличать,отличить,распознать
отличаться;отличиться,выказаться,блеснуть,выказываться,отличаться,блистать
присущий;характерный,характеристический,типичный,свойственный,отличающий,присущий
разграничение1;дифференциация,размежевание,разграничение,различение,разделение
различаться1;отличиться,различествовать,различаться,разниться,розниться,отличаться
различно1;всякому,различному,неодинаково,всяко,различно,разному,разно
разновидность1;вариант,разновидность,модификация,видоизменение
разнообразие;многообразие,разнообразие,разнообразность,многообразность
разнообразный;различный,разнообразный,всякий,разный,многообразный
разнородность;разнородность,пестрота,разноликость,разнокалиберность,гетерогенность,разношерстность,разнохарактерность,разноперость,неоднородность,разнотипность
разнородный;разновидный,разнотипный,разнородный,смешанный,разноперый,гетерогенный,разноликий,разношерстный,пестрый,разнохарактерный,неоднородный,разномастный,разнокалиберный
разностилевой;эклектичный,эклектический,разностилевой
зависимость;подвластность,зависимость,подчиненность,подневольность,несамостоятельность
зависимость1;обусловленность,зависимость
зависимый1;зависимый,обусловленный
зависеть;зависеть,обуславливаться,обусловливаться
захват;захват,занятие,отторжение,взятие
захватнический;завоевательный,захватнический,агрессивный
захватывать;захватывать,забрать,захватить,забирать,брать,прихватывать,взять,прихватить
захватывать1;овладеть,захватить,оккупировать,отторгнуть,завладевать,взять,захватывать,овладевать,брать,занимать,занять,отторгать,завоевать,завладеть,завоевывать
подчинение1;подчинение,субординация
подчиненный1;нижестоящий,подчиненный
порабощение;закрепощение,закабаление,порабощение
порабощать1;закрепощать,закрепостить,захомутать,поработить,закабалять,порабощать,закабалить
беспрепятственность;свобода,беспрепятственность
беспрепятственный;невозбранный,безвозбранный,свободный,беспрепятственный
беспрепятственно;свободно,беспрепятственно,безвозбранно,невозбранно
избавление;избавление,освобождение
избавлять1;освободить,освобождать,избавить,избавлять
избавляться1;освобождаться,избавляться,избавиться,освободиться,отделываться,отделаться
независимо1;независимо,безотносительно
освобождение;высвобождение,эмансипация,раскрепощение,освобождение
освобождать;освобождать,отпустить,раскрепостить,выпустить,раскабалять,освободить,высвобождать,высвободить,отпускать,эмансипировать,выпускать,раскабалить,раскрепощать
освобождаться;освобождаться,освободиться,раскрепоститься,высвободиться,высвобождаться,раскрепощаться,эмансипироваться
свободомыслие1;фармазонство,свободомыслие,вольнодумство,либерализм,вольтерьянство,якобинство,вольномыслие,либеральность,вольнодумие
свободомыслящий1;якобинец,фармазон,вольтерьянец,либерал,вольнодумец,свободомыслящий,вольнодум
вопросительный1;вопрошающий,вопросительный
неужели;ну,неужли,да что ты,да ну,ужель,да,неужели,разве,будто,да что вы,возможно ли,ой ли,статное ли дело,ужели,может ли быть
разве;неужели,неужли,разве,ужели,ужель,неужто
нет1;отсутствует,нетути,нет,нету
ни за что;ни за какие благополучия,ни в жизнь,ни за какие блага,ни под каким видом,ни в жисть,ни в какую,ни в коем разе,ни за что на свете,ни за какие сокровища,ни,нипочем,ни в каком случае,ни в коем случае,ни за какие коврижки,ни за что,ни за какие деньги,ни под каким соусом
никак;никакими силами,никоим образом,никаким способом,никак
отрицание;непризнание,неприятие,отрицание
да;ясно,ага,а то как же,хорошо,пусть будет так,безусловно,так точно,согласен,само собой разумеется,ну да,действительно,несомненно,конечно,ну конечно,ладно,да,а как же,разумеется,само собой
действительно1;подлинно,вправду,истинно,нечего сказать,то верно,точно,и то сказать,согласен,взаправду,форменно,действительно,воистину,что правда,поистине,что и говорить,правда,ничего не скажешь,в самом деле,ваша правда,так оно и есть,заправду,впрямь,то правда,что верно
согласен;лады,добре,изволь,куда ни шло,пусть будет так,быть по сему,да будет так,так и быть,согласен,быть так,извольте,договорились,есть такое дело,ну что ж,пожалуйста,добро,ладно,идет,вашему,твоему,по рукам,так тому и быть,готов
достоверность;фактичность,достоверность
достоверный;фактичный,проверенный,достоверный
достоверность1;надежность,авторитетность,достоверность
достоверный1;авторитетный,надежный,достоверный
достоверно;точно,достоверно,доподлинно
истина;аксиома,истина,правда,матка
истинный;форменный,чистокровный,чистый,истинный,завзятый,чистейший,настоящий,подлинный,законченный,сущий,прямой,истый,стопроцентный,заправский
истинный1;доподлинный,чистопробный,истинный,невыдуманный,оригинальный,неподдельный,настоящий,аутентический,подлинный,действительный,аутентичный,заправский
правильность1;правильность,верность,точность,безошибочность
правильно;в точности,точно,безошибочно,правильно,верно
правильно1;ваша правда,верно,правильно,вы правы
реалистичность;правда,правдивость,реалистичность,жизненность
реалистический;жизненный,правдивый,реалистический
реалистически;реалистически,жизненно,правдиво
фактический;фактический,реальный
фактически;реально,фактически
ложь1;брех,деза,брехня,враки,треп,дезуха,дезинформация,туфта,вранье,лажа,неправда,измышления,лганье,ложь
невероятность1;невероятность,неправдоподобность
невероятный1;невероятный,неправдоподобный
невероятно1;неправдоподобно,невероятно
неправильность1;неверность,неточность,ошибочность,превратность,ложность,порочность,искаженность,неправильность
